company,event_date,collected_at,event_type,risk_category,severity,confidence_score,matched_keywords,signal_type,rule_signal_type,final_signal_type,ml_signal_type,ml_confidence,description,source_url,source,ai_summary,ai_explanation
Vale,2026-04-28 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.46,Vale SA | SCHEDULE 13G/A: Others - Moomoo,https://news.google.com/rss/articles/CBMif0FVX3lxTE9seW5sWW1HVEFVWUt6bWlxdGEzNDJDNzd2NUp6Y21UNjdLc182QVpXS3FmTGFVbXJOak1QeWVkNTRzNGNDYjZHaHpvcXQ3LUJuVXVEaTl0RWE0dENrNHoyenpEdERVWE51ajJ1NGJqb3BEbEJXNFpZd3QzRGhMekk?oc=5,Google News RSS,,
Vale,2026-01-03 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.48,The Truth About Vale SA (ADR): Is This Sleepy Metal Giant a Secret Money Cheat Code? - AD HOC NEWS,https://news.google.com/rss/articles/CBMixwFBVV95cUxPLUlBVmthRzJzRXFMejE0NmkxaWxZbXR6QkthZlhkOVNuemFFZExfZnRnS2xyRUFVQlM2eGowLU1vUkp4aXNhR2g4SXEzYTlPZ3E4NGMwX0s5LUVxVlB6cXJJcEk2cnFXb0hEMXZUbTdTNW5ydlhUcjdPcWRyZno1ZE1qa1RiVnJrekh2ZXhsenFkOUF1Zmo0QktGZUIzMVVEblB2M1F5SlVsdDFNdlZ1a0Y0dVVmSW5xYTlqdFZzbjBNaXhMZjhB?oc=5,Google News RSS,,
Vale,2026-02-28 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.43,Vale S.A. (VALE): A Bull Case Theory - Yahoo Finance,https://news.google.com/rss/articles/CBMifEFVX3lxTFBiZXlCbTBRZmZ0NVFmZWpZSUtSUVUxVzN6NGVyTUx3SU1VODItbHJsX1pEYS1KOFlPeFN1MWZFWlZIYWZFTC1kVjZoZGlRcGttTEppcDFVVnRlQnRuQjB3ZWNLV0pYenpKOXc1NzNJR2hYT25SMGVQZlNxM2w?oc=5,Google News RSS,,
Braskem,2026-05-07 10:32:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.5,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,GENERAL_NEWS,0.41,Braskem Details New 30-Year Joint Control Pact Between Petrobras and Shine FIP - The Globe and Mail,https://news.google.com/rss/articles/CBMi9AFBVV95cUxOYmtyOGU1MHhtMVFFc1VIZXEybng3Z3VWY3NzU05uZnlyZ0EyREpJNDBHcnFKcTJPd013cUFNVzN0N1RZQ2I1M2FaUWsxak9rSU5qYWpVZjcyQW1oVzdLYW5fcnIycnJmX1BOQ1pKY2cwWVZiMUgyZ1lrbmlFaWhuT0U1X09scC1aM3A5VjFLd2ZhQkhzOHh3Tmp4Z3FwZU5SVmo3YkFOWmpjYTFHd24zcXVpek9IUDFiOWd3UFFiRGNSQnI0djhWS1JvNS03dGE3c3VDc2FlLW44WXllTEdZd0F4eGIxMFpDbC1lQWVrZGQ2RDhO?oc=5,Google News RSS,,
Braskem,2026-03-06 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.48,"Braskem: Weak Spreads Persist, But Governance Risks Are Easing (Rating Upgrade) - Seeking Alpha",https://news.google.com/rss/articles/CBMiowFBVV95cUxNaWpXc1JpeU10a2F0YzY0ajQwUkpYdnNHWFI5TnBhcWlEa0R5am1HWFdEVU90Zm9fbjZrSXdfS1ZJVVBEZ2VQam52TlRxM3pnS3FseDlnall3T1JYSXlfZC0zcjIyWjlvNWJPaGNNNi1GT1BDRkVvbndIQVJ6em96YUVaTmtrVnNXZ0NUZ2xWRkY3Tk9LUmh5Z2ppRW03UExDR2JF?oc=5,Google News RSS,,
Braskem,2026-03-26 07:00:00,2026-05-10T03:31:14.649865,news_signal,CREDIT_LIQUIDITY,2,0.6,liquidity,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.64,BofA cuts Braskem stock rating on liquidity concerns - Investing.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxQcDRBaUVxOFU5M20yQjNUU2RhUXY5bHNVaXNWY0hXb2NrYXZkZFdMUDRQSkxJU25iQVlQMmhwVGZSRUlVY0RrQ1NaUTlXT3FyR2Zvb2NXSnRSek95VmxSeThSbVNPN0lvNWlDNmRIWkNCN29ISjFMVl80NURnX2Nud1hqdWQ2X3R1eVQzTm8zZlA5MUJZV3RVTWRTV1FKSXdDdHJHemM5eE5QZGREQmY4cERn?oc=5,Google News RSS,,
Braskem,2026-04-08 07:00:00,2026-05-10T03:31:14.649865,news_signal,CREDIT_LIQUIDITY,2,0.6,debt,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.51,Braskem (BAK) outlines Braskem Idesa missed interest and debt talks - Stock Titan,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQMGJOSC1JMm1aaHd6MVJrZ0pDN3VlNFZ3ZTlHMXJFc1VzS3ZJNUZ4a0V4bW12MFdUdTlhMl9nRGROdVZNMll1OF9QTHQ5dEM1ajlxSWZ3TzNwV2JBeW9aSEN1N1g1WjZMc3VyZnhUbjVkVjBlX0dsZzcyVldJMTN3T00tRzlseEZ4MVdUbEswRHowOEdiLVdyd3pOdmlpeEdUWWpsYmZxWDM?oc=5,Google News RSS,,
Braskem,2026-03-09 07:00:00,2026-05-10T03:31:14.649865,news_signal,CREDIT_LIQUIDITY,2,0.5,restructuring,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,GENERAL_NEWS,0.35,Braskem moves closer to restructuring after antitrust nod to IG4 deal - Valor International,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPXzlEZmJtT2VReXdBY3NrYV9BbWFxSWQxM3pMNm50dDVOV3phN0JUYjQ1SjdnVUpCRWVFLUUxdmtvQXhoSGJOX2Z3YmpMWkVaUUxyS2RuclFTTFVJZF9fWThqLXE5am9CYjNuakEzNU1rdUhDRXh4RFBtNEswQnRLMXBXMFd2R0VodnFFUmNSbnFPSjlvb3U1R05zZndYbzgxclZla2VhT1BWd2UxaDdnQUZFTG9rbUxoSVhNTzQ0Q1lNb1RNT00tbk1SS2s1bjBteTVr0gHiAUFVX3lxTE1EdlRCVkxKTHExUWQ5dE1DSFlWa3YwN2lEVDZIbDZZNVhUSEtYQVhBR05MRUlZbmJZWFJPNnVickMyNW5pTndyd0hjaWRSd2Itby1nUlNFQVFFYkV5akdaNWlsMElMX19Pdk8yY2RPZEdpNzk3dmc3WDl2VjhlSm4wcXJIYTBUODhjSDFibktiMV8tV0RidW5yZUxQSjhsU201TG5YTFAwV3liZ0NRZ1Z2ZFhtMFg1SnFaUVlnOE1KTXUyanRGaWZZS0tXRGljeks1UGs1VS1xNFFSSWcxaGhsQlE?oc=5,Google News RSS,,
Braskem,2026-04-30 10:48:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.47,Braskem Publishes Remote Voting Breakdown Ahead of April 29 Shareholder Meeting - The Globe and Mail,https://news.google.com/rss/articles/CBMi9gFBVV95cUxONENnWWNfakZzemVBNE1zNVZ5elhxYWlGbFpBdWdjN2EwbUtBRzd2TG1pcGtwYUdLVTRRWVVVcjg1MzM3ejhDR0x6ME5OM1JYYTdYR0tBNGY0Qk11MnZuZHdCUnF0TmpNeGdTemtFSlFNWG5iM1l5WjBkdWt2cHJLZ1EtLTY3UXBVbGJLczNvM2pvVDdnOGl6UkE4OHVnWlJFZHNPX0hsUG52MU1LeHhFMmt0ZEs0UE1OSzladVhZQ2UwMzE0OXloRk1HRWZPTzFqU1JCRGdqeHMtR0E3aXJ0MG11S0xLYm1vTmtGMXdoTjN5b2FTOVE?oc=5,Google News RSS,,
Braskem,2025-12-30 08:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.51,Braskem: 3 Key Reasons To No Longer Be So Bearish (For 2026) (Rating Upgrade) (NYSE:BAK) - Seeking Alpha,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNcmJjenB2MlhVc0lwTEtFdndfTEQ1OThBclNReUR1NGQ5bWdsaTVEVWtGU1JkcnNyVzdMbFJkRlRBVFpCc1JvNWFZUkx5eHlkcHI4RDFaR2tJcVNTd28tU2NlWDRqcnZ6WTR1V1BhWFNQNzFFRmxnU1RlekRjTDFfemZtUHo5Y01fNklWUUo0Uk03cFVHdndOeFVsRjFmQWM5LTBSQzBROHZleUdfWFc0aFlnNmItSUplMUJZ?oc=5,Google News RSS,,
Braskem,2023-12-09 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.37,Braskem’s Brazil Mine at Risk of Collapse as Sinking Accelerates - Bloomberg.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxNVjAzZXA4aXFLQVB3N18zcl9mdUZnNmkzaHJmaW91NjdEOXBMWmJwV0RrX2tOM1ZQVktWam5iR0lNQUlCMlk0SW10MkFrN2pRd0lOSkkzYm4xR0c4aFp0TjA4bHJvaWFnSjIySVgxNEp2Qkp0ellHWEkwczdkZjZIcTB6WE1jTHJrZUxQNW4xblQyVk4tcUtEYmtHaDJtYklibjVIQURUZDl2aE9NMWhXU05MeUpFQQ?oc=5,Google News RSS,,
Braskem,2025-07-31 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.38,Braskem: 3 Key Reasons To Remain Bearish (NYSE:BAK) - Seeking Alpha,https://news.google.com/rss/articles/CBMihwFBVV95cUxNclJHUEZuZG1wbzEzN1d5S01ucUNDbXZlSHVlSlBac05aTDNSZzlpclA1aEM0ekFNZ0NpTzZBbXVLbkJPX3pJcklvTVVrVnBkNTFGSDNuaDhHS1FPeklpaGRlbFVoNFFhTTdlRzQySHNOSDhyV3I0UDVrYmhoUlVQY29FUjJSSFU?oc=5,Google News RSS,,
Braskem,2017-06-22 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.1,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,WEAK_SIGNAL,0.36,"Braskem Approves Construction of Delta, the Largest Polypropylene Production Line in the Americas in La Porte, Texas - braskem.com.br",https://news.google.com/rss/articles/CBMi7gFBVV95cUxQT3VBek04aVNnbWxYcFkxc1FLcE9XS1cxTTJmV2x6M3REQ203ZzQ2bG4yQnZIZU5qWHNyVkJXVDJ2SzYwdDRGLWx6dnR6emFLUXBvNlptM3Q3ZjVNUzZ1dktoV1VVdWtfeTI0aEZDX1d3Q0ZkRUxqek9FR2VDUjVaWENhZTJrd1h6Z2xVcnZCTWZYZ2IwN0pvNDN5dHBBNGRnRU5acVExNkF6WUZxeHNoWjRTaC1VY1dYdFJHLVV6RlNHaUVSNXdEeEJWbFJuS2h3T0oyU3BaM2NzZmFmU0FSd0FkZEdmQjRtZVVsX0xn?oc=5,Google News RSS,,
Braskem,2023-12-14 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.36,Braskem’s Credit Rating Cut to Junk by Fitch Over Environmental Risks - Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPX21BbmZlR1dneG5FM2ZkbzZwX1Z3NkR6V2lfWlVqbk9YTGw4d0RJU3poaUJnb2pQbkJxYnJfNEtLdXpNUjJvVkNRV2dfX1BPUFdxMXlmZUw2Umh6cGE0UUh5dzhXX01WdVFLNzlfdW45eVVoM3dTS0tzWDZtRTNFV3c3TXZqNDdGOG1oUndlUDZwckh4UUUzM0NPcWoxaWcydFdGWUhjTm5GLWNJU2hsc3BMQQ?oc=5,Google News RSS,,
Eletrobras,2026-04-16 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.5,Eletrobras (NYSE: EBR) moves Form 20-F filing to April 24 - Stock Titan,https://news.google.com/rss/articles/CBMivwFBVV95cUxOX19yTGZBWVZrOHdyTXQ5aVh6T25WRlNVLThHYlA5d2FjTm5uV0hOYnN0TDFyektjRndUT1hGaGZ6dnJZdEpxcmRFdUNJdlhQWkdOeV9sdnRZME14MmtwUFRqZlAwUjlHeklnZTRHc2wzU0ZxYVJhc1haNzdIU2lSRWhmbjhQUF91Tk1qSmV3LXRYX1JqYkFlWXJrMmU4Z0h2UzQxNUpKRUxWOV9Ha1JhcmtBQTloZlVYcGFYajN2MA?oc=5,Google News RSS,,
Eletrobras,2025-08-08 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.46,Eletrobras Selects C3 AI to Scale Enterprise AI Across Operations - C3 AI,https://news.google.com/rss/articles/CBMikwFBVV95cUxON1JCbTJrYlQ0WlVtUGRZd01sMjNjOUhkLUk5SHFfOXpqY0NoenZsMU5LaWdoN3pJNzhvbjNVMHRnXzZLLS1DQVlqcWV4X1F4X19VQW0wY2tZMmlobFlGZ2hmeFJPNGtMQ3V3cGxkOWdwc1NDY21QSXFNNGk0WW1xZ2xRaDNia3pjZlBoUjA3V1NKd2M?oc=5,Google News RSS,,
Eletrobras,2025-10-16 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,"Âmbar, of J&F group, acquires Eletrobras’s stake in Eletronuclear - Valor International",https://news.google.com/rss/articles/CBMizAFBVV95cUxPRnR0bFlCLVR5Z05YOENtQjgxMmRLQkIzT3ZwMDNJalBXY3FEbDhqUVBLN2pzcVVsVVRIVlpkSld4S1FUMHA1U3BJZUJkZzRIcWttSGxoaTdTbmhoMnVPVzdobWx4M3NLbF9GdWxKVkxrV0g0NHhCRkRNTXZ0azJLZnlYeWFycTlUbWVPZlY3bmMweDZUcEZlS1hvd3VEckEyNTJwWkEyWm82bzNBQlVPOXcwbzB4Wlp3MDRoZ3FZRWZJWkVlbU11eE9iYWPSAdsBQVVfeXFMUHRpWV9WQmlhVzhoeWRoMzA4SzRqV21nUDlHVDFUUWF3Qnd1T0NHejVrNVdTRmd6bFlEYWJqSlZLQkxwcEROaktodU1uZUh2WGl5N2p5U1pVU2oxalJmZVlIZVVhTzFKenZJclFNcnBFZ0x3ME5NUVo1bUJkbTU2dC1teTZ3c2J4Rzl0NVBFR2w1NWRYc2VNLWtxM0pCSzExOWVlS0ZKMEJTR2V3dXhPS1pFVWxSTDlzMlptRWg2Qlhjb3BQcDg3TzVMaGpsLUpCOVJYUTNicFJURWNr?oc=5,Google News RSS,,
Eletrobras,2026-04-01 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.5,Eletrobras (AXIA) moves to delist NYSE ADRs and migrate to Novo Mercado - Stock Titan,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQU2lLRzloZzl6ci1qU1VKMEpfd2pfZm5zNXc4VzVhTUhsM05STDR5TDZYY1lFSDBPRDdSWWtFUlZuRXJoRHBPcW00UG02cVhNb29BQmFrLXptWTJ2eEZHS1BPbU9nQkxBWHVzN0lZZWhJRmtkMV96ajFDWVpjdnd6eThyMmxIX1hXWHFsaTJQMGQwOGNtVFNwbW04MzA5NWRURjB5bWh1MEd5U1h2TGtDQmFnOXM1c1lxc19BWUdKNGg?oc=5,Google News RSS,,
Eletrobras,2026-03-08 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.49,Eletrobras Earnings Call Signals Turnaround and Growth - TipRanks,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPTEN0ZWM1VGxaN19MTGJfbHpSMnBlYzZ6aFUyRGphejNHWDVXQXN5MkNQTjBNbzdHOTlmRWotZXBIUE5MNE9rMHd6am1xQ1M0Sk0zaWtWOExYWlJKWXBWa0JETFFIUlRLR29QTUJ6a3dyMEV4WWtCczRMMnVmc0dWY3E5b0M3X1ZKMHBwYm1yN0lpRDNxN2tBUTFrcGEzRWhkZ3hRak1lalJFZw?oc=5,Google News RSS,,
Eletrobras,2025-06-17 07:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.47,"Eletrobras: Low Beta, High-Yield And Easy Pick (NYSE:EBR) - Seeking Alpha",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPTGRoSU1hSGhTWFpNbmlQNm9IdzBSekhhdWZ6SWd1Y00wQUtwZkJreUd4TzBmNks2X3M3SVEybzBFNUxtbWVJT045NGQ3RHF6bkw0Z3RFWlJXa1NzcWdqRTZBS3VudC1RQkJ4U3BFdG5TcFhFY0JZVVBCcGdESWNVR01QUGFwLTZt?oc=5,Google News RSS,,
Eletrobras,2026-02-23 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.49,Eletrobras Stock: Brazil Giant Quietly Turning Into a US Yield Play - AD HOC NEWS,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQbVNTTHNwejI5MEpSWHUxWjNyTm9pSHQwUzB0NlgzT1Z1QU5McnJUcUxKSFJoTnhaeXhCTTRrZDFSYzVIamJHQkhZR0tsZmVhQzRQYXRockdnVjJzdjhKcEVBMXZLbFlFSTZCS0piZGRxZEVwaEtwa3dfSmxrR0ZHSWgxemxYM0hsUmY5RmJJOTVLQnpubFdES0wxWXRZb3FVdmlycGVwa0szSTd5Q3RxbDNTVVEwcm5vdnFFMV9aaXJSaFk?oc=5,Google News RSS,,
Eletrobras,2025-10-10 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.47,Eletrobras sells thermal power plants and now has only renewable power plants - Canal Solar,https://news.google.com/rss/articles/CBMihAFBVV95cUxOam54M3l4MEo3LXM1aXlwLVJIV3hzUG5rS2E0eThzdnM0QW1HYzFzNWNvRFhNRW1Zc0diWWZFcFBnZEtyUFBLd2E5cW5IcTNVMnZRc2lPTU5GT3dJXzdkZUc0eTlZRU44bWthWUE2Ym5pdEpremtHOVNmVmRLNkhKQTM0YnE?oc=5,Google News RSS,,
Eletrobras,2026-03-31 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.47,Eletrobras (NYSE: EBR) holders back 1.1-for-1 conversion of class B1 preferred shares - Stock Titan,https://news.google.com/rss/articles/CBMivwFBVV95cUxOVUFMNDVKYjVaWnNIVG5BZXkzeE9QVjgwYVBTcHR6YXFNNE4xcjIwbHZQaFNJUWdzbVlBNGlfS1MzT1NDNFdTRWFCZWxNUzFmRkFqQms4YlRYbm9pYkkyd2JQLXYxMEhuSU1GTFdZQlppSHhWYUdjUnRNZUFMM0JISHhtVnUwTFpnb3lRbG03MGdGX3M0TkhNbi1WOW5HRVpIN3VLd2JxcUhVdnRXTmExVzFxUzcwQVZ0SHNBVHg1aw?oc=5,Google News RSS,,
Eletrobras,2024-10-22 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.44,Ocean Winds links with Brazil's Eletrobras for offshore wind development - Recharge News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNU3ljbFhpbjdiZTBlNmxtOHpRaGpTNF83ejcwVWtaSHhRWUVmUkdnODlWQWNzNDJ2U0ZxWkJvc19BU2VyRlpMajhic2Vtc3ZOeGlaVC1HRXNEbW9jS3psbEFJZHAzOVRvQ1UyQU9hMEtzZ2FiWGNDUzBLdWdhbVZDZXFMSDB4WWNQcVlfeDZSZHU5NFROQ0F5WmlfSDUtdGFrVFFLUlJ5ZHRpRERhUDZzVmxDbUwtWnFB?oc=5,Google News RSS,,
Eletrobras,2025-10-16 07:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.5,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,GENERAL_NEWS,0.44,Eletrobras Dumps Nuclear Baggage -- Batista Brothers Snatch It Up in $98M Power Play - Yahoo Finance,https://news.google.com/rss/articles/CBMijwFBVV95cUxOdFFXRC1aXzJ0aTA3R1ZsTldBcEV4VU1sbGgwMkdtQlBNNjRqSldScVRmd1NXQ0d0T3Y5a2h5QW1sdlhFTjFDRkJnblNTNktXZ2NGSThKZG1jQkNfX1lOeHdfNmdaSlA1MEV5LUZmZXFRMGFzY3hIczNfNUZZdUFnRmFsQUNtQW04MnJJZFFQNA?oc=5,Google News RSS,,
Eletrobras,2025-03-27 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.49,Eletrobras settles voting rights dispute with Brazilian government - Investing.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxNLWcxUFJmOGtCQjl3VzNxbGlkSlNxYzYxWWFrTEp3QjBMMm5SZWF2SDFCbjcxZ05wMzBRUTk1UWRUM3lEaGx4X0xBUGk1X0loZm1vSjk3VTFpMzlIamJubFBWNE1XRDZldzdlcUpTWHlYUWN6Z2tQVWtIX3BKeTNhWGNlWlc3Q2VubnRQU3pYS21rOHBoWHVNZGJ2T2tCTUszLTJqUjRhbWl6LXVpSlhrUGJjYTJzSnBkQTIzM190dG4wWTdmREFz?oc=5,Google News RSS,,
Oi,2025-09-06 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.41,Oi SA (OIBZQ) Q2 2025 Earnings Call Highlights: Strategic Shifts and Financial Challenges - Yahoo! Finance Canada,https://news.google.com/rss/articles/CBMid0FVX3lxTE9HZjh5NnZlNHVUYUcwU1MzX01HcHhKZ3pNcjVJOUxpSjM4VEppUkFJM0JiQXVFX01TbFRyUUlGUkllTzRWbmFJN0s4UVYyeXVyLTFMeGNWWnhfSHpMVGhwczk0ODA0bmx0aDh3MnB0SW5VbFMzS0NZ?oc=5,Google News RSS,,
Oi,2025-09-05 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Earnings call transcript: Oi S.A. focuses on innovation in Q2 2025 - Investing.com,https://news.google.com/rss/articles/CBMiuwFBVV95cUxON2FraTg4NkhrZDRDRl9vU1lKMGxUYkI3T1BseDVYeFBycXU2WDBHcHg2SWpCM0tqWmRrOW92RkNfdGo5dlZ5YkxDa0RISml2bTZPZWNfc0tjQzZkaUZ0X3R1OU1ZUXNMT01uaDJlUzdKMG5ZZHVBaFQwVG01azhLd2sxMXZHaXpQcWlCMkd3dEc5ak5jajc4dkdzVmFpSVF5em00cWxGR0hjemZTaE1XVk1rdUR0Q19YV0Rr?oc=5,Google News RSS,,
Oi,2017-07-21 07:19:57,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.51,OIBR3 Stock Price and Chart — BMFBOVESPA:OIBR3 - TradingView,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5RVnVnbk55TkczQ3o0WGdRNENRTVRTaDA4R0ZISkprbUNHdXhWYjJFSHFJWmpEOE1tRUpFODhPcmMtTU9YZ3JLbGFyYVhOVWxwbGRiakpTcE1kRmNtZmR6R3Raaw?oc=5,Google News RSS,,
TIM Brasil,2026-02-02 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.49,TIM Brasil Moves to Buy Back 51% Stake in I Systems Fibre Unit for $170M - techi.com,https://news.google.com/rss/articles/CBMihAFBVV95cUxPSm5ZeGZVSTFsVFRwVV9sSURXbl9UMmEtaWRFMGx6NXRHRXdYRFN5V2s2MHJENHc4LWxtVlhtYkZrLTZ1TkNZUklnOW94ZDdkU1ROM3JyMEc2NmU5dnFGTVc5cVZqWVNaZHRqT0R0dlZGTG9RMWo2VmItTHdVcUNRa1A1SEM?oc=5,Google News RSS,,
TIM Brasil,2026-03-02 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.55,Nokia Partners with TIM Brasil to Cover 42% of the Country with 5G Using NVIDIA's AI - Idéal Investisseur,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPZk1EUU9aalRySlBmbEgzNU45bDFsWUFGZXhTNnFRejJzVGZWS0d5dWYyNFV4aTdRT29PYVRrdVhtRGZLR21DZ0gxMlVaclpSXy0yTGlTTERJaUtiN1otOEY0Y1JwblNrRk1hX2JiZ2haektpMmlFTGpRQ21lQl9fVzNJNFpyNU9MZ1dXb2hrNUxGRnMtT3ZuU1o5R3phLUxvZ0RMX2dRTTR2N2x5LTNBZC1aSHdEbVpmaDZBVW1tLUg1MXZMS3R0amRVSmFoSlA4aHJWcUF5dw?oc=5,Google News RSS,,
TIM Brasil,2025-07-18 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.59,"TIM Brasil and BWS IoT to connect 400,000 tracking devices - Telecompaper",https://news.google.com/rss/articles/CBMiogFBVV95cUxQdTc3VV9ZOVgzM0RJNW5Ia1BMUDF4OXE2dzhBWDFnbmc1Znd6OFlsS3B5dXpuel8zaWZSNnVuZlJZaFp6a05ydkJCWmRlc1RsdFZjbm5SME80Q2tBeXFacDdyQktiT1I0LWVHcF9WWk5FcE8xOF9LbVNPYlFDN1I4aVZQV2FXWTNXNWlBVmRzVFc2cnd3ZDVEWDFHQXlwUmJkX0E?oc=5,Google News RSS,,
